id,title,published,url,cluster_label
1,삼성전자 이번이 마지막 기회?… 15개월만 ‘최고 금리’에도 ‘마통’...,2026-03-15T09:09:00,https://n.news.naver.com/mnews/article/029/0003015714?sid=101,6
2,"""지금이 바닥이다""…'상위 1%' 초고수들 싹쓸이한 종목",2026-03-15T17:22:00,https://n.news.naver.com/mnews/article/015/0005262441?sid=101,6
3,[단독] 삼성전자 로봇사 인수할 때 주식 1억3천만원어치 산 직원 수사,2026-03-15T14:42:00,https://n.news.naver.com/mnews/article/028/0002795966?sid=102,-1
4,"""전쟁이 전쟁, 실적은 실적""...30만전자·170만닉스 정조준",2026-03-15T13:04:00,https://n.news.naver.com/mnews/article/014/0005491486?sid=101,6
5,"""32만전자·170만닉스 간다""…눈높이 올리는 증권가",2026-03-14T09:00:00,https://n.news.naver.com/mnews/article/003/0013821667?sid=101,6
6,‘32만전자·170만닉스 간다’ 이란 전쟁에도 목표가 줄상향,2026-03-14T11:15:00,https://n.news.naver.com/mnews/article/005/0001837088?sid=101,6
7,"“주당 8000원?”… 420만 삼성전자 주주, 연말 배당 잭팟 터질까",2026-03-15T08:44:00,https://n.news.naver.com/mnews/article/023/0003964591?sid=101,4
8,"삼성전자, 영업이익 240조 간다...주가 전망도 ‘장밋빛’",2026-03-14T17:45:00,https://n.news.naver.com/mnews/article/050/0000103543?sid=101,6
9,"다시 올라탈 기회?...""32만전자·170만닉스 간다""",2026-03-14T16:20:00,https://n.news.naver.com/mnews/article/437/0000482895?sid=101,6
10,“아직도 늦지 않았다?” ‘32만전자’에 ‘170만닉스’까지 나온 목표...,2026-03-14T06:40:00,https://n.news.naver.com/mnews/article/016/0002613408?sid=101,5
11,“그래도 32만전자·170만닉스 간다?”…증권가 낙관론에 개미 다시 ‘꿈...,2026-03-15T16:50:00,https://n.news.naver.com/mnews/article/029/0003015852?sid=101,6
12,삼전·하이닉스 뚝뚝 떨어지는데…'놀라운 전망' 나왔다 [분석+],2026-03-14T15:34:00,https://n.news.naver.com/mnews/article/015/0005262295?sid=101,6
13,중동 전쟁에도 반도체 낙관론…증권가 삼전닉스 목표가 '쑥',2026-03-15T17:40:00,https://n.news.naver.com/mnews/article/009/0005650439?sid=101,6
14,"""30만전자·170만닉스 간다""… 전쟁도 못 꺾는 '낙관론'",2026-03-15T18:08:00,https://n.news.naver.com/mnews/article/014/0005491610?sid=101,6
15,"""삼성전자, 메모리 가격 상승·주주환원 기대…목표가 30만원""-하나",2026-03-13T07:53:00,https://n.news.naver.com/mnews/article/015/0005261814?sid=101,5
16,"“삼성전자·하이닉스 내년 이익 900조 전망까지, 다시 온 올라탈 기회...",2026-03-14T05:31:00,https://n.news.naver.com/mnews/article/023/0003964518?sid=101,6
17,"""30만전자 간다"" 목표가 재차 상향...""실적 개선·주주환원 기대""",2026-03-13T07:31:00,https://n.news.naver.com/mnews/article/018/0006234024?sid=101,5
366,"""34만 전자·170만 닉스?"" 반도체, 유례없는 업황 기대",2026-02-25T15:50:00,https://n.news.naver.com/mnews/article/123/0002378393?sid=101,5
18,“32만전자 거뜬” 이란 전쟁에도 삼성전자 눈높이 ‘쑥’,2026-03-14T09:01:00,https://n.news.naver.com/mnews/article/024/0000104086?sid=101,5
19,삼성전자 주가 30만원 찍을까,2026-03-13T11:35:00,https://n.news.naver.com/mnews/article/586/0000124312?sid=101,5
20,개인 7.1조 폭풍쇼핑에…삼성전자 외인 비중 8개월만에 50% 하회,2026-03-11T07:05:00,https://n.news.naver.com/mnews/article/001/0015951052?sid=101,-1
21,"이경실 ""삼성전자 주식, 난 쳐다보기도 싫어""…왜?",2026-03-11T13:58:00,https://n.news.naver.com/mnews/article/243/0000094312?sid=101,-1
22,삼성전자·SK 자사주 20조 태웠다…재계 '기대반 우려반',2026-03-14T13:00:00,https://n.news.naver.com/mnews/article/293/0000080912?sid=101,3
23,“19만전자는 섭섭하지”…실적 가시화에 ‘32만전자’ 전망,2026-03-12T11:04:00,https://n.news.naver.com/mnews/article/024/0000104029?sid=101,5
34,"삼성전자 16조·SK㈜ 5조1천억 자사주 소각 ""주주가치 제고""",2026-03-10T21:27:00,https://n.news.naver.com/mnews/article/014/0005489363?sid=101,3
24,"삼성전자, 목표가 32만원 나왔다..""내년까지 메모리 완판""",2026-03-12T09:13:00,https://n.news.naver.com/mnews/article/014/0005490153?sid=101,5
25,"실적도 주주환원도 No Problem…삼성전자, 이제는 30만원 시대?",2026-03-13T14:18:00,https://n.news.naver.com/mnews/article/024/0000104061?sid=101,5
26,"""26만전자, 135만닉스 간다""… 골드만삭스의 '파격 전망'",2026-03-13T08:03:00,https://n.news.naver.com/mnews/article/469/0000919188?sid=101,5
27,새 상법에 줄이은 자사주 소각 …삼전 16조원·SK 5조원,2026-03-11T10:30:00,https://n.news.naver.com/mnews/article/024/0000104005?sid=101,3
367,"'21만전자' 시대…이재용 주식재산 40조 돌파, 삼성家 100조 눈앞",2026-02-27T10:01:00,https://n.news.naver.com/mnews/article/050/0000102894?sid=101,1
28,"삼성생명, '삼전 지분 매각' 기대감 후퇴에 4%대 하락",2026-03-12T14:52:00,https://n.news.naver.com/mnews/article/003/0013818276?sid=101,3
29,"“26만전자, 135만닉스 간다” 코스피 거품론에도 목표주가 또 올린 골드...",2026-03-13T07:19:00,https://n.news.naver.com/mnews/article/014/0005490839?sid=101,5
30,삼성·SK 자사주 태우자 주가 상승,2026-03-11T19:52:00,https://n.news.naver.com/mnews/article/449/0000337919?sid=101,3
31,"""26만전자, 135만닉스 간다""…골드만삭스도 '파격 전망'",2026-03-12T10:21:00,https://n.news.naver.com/mnews/article/015/0005261375?sid=101,5
32,“D램값 올해 148% 오른다”…2년치 물량 완판한 삼전 목표가는 [오늘 나...,2026-03-12T08:19:00,https://n.news.naver.com/mnews/article/009/0005648973?sid=101,5
33,개미들 7조원 넘게 쓸어 담더니…삼성전자 외인 비중 50% 붕괴,2026-03-11T08:07:00,https://n.news.naver.com/mnews/article/015/0005260718?sid=101,6
393,20만전자·100만닉스 눈앞…반도체 슈퍼사이클도 힘보탠다,2026-02-23T18:14:00,https://n.news.naver.com/mnews/article/014/0005481441?sid=101,6
35,"삼성전자 ‘통 큰 소각’…""삼성생명·화재 지분 매각 전망""",2026-03-11T10:06:00,https://n.news.naver.com/mnews/article/215/0001244705?sid=101,3
36,삼성전자 16조·SK 5조…사상 최대 자사주 소각,2026-03-10T17:17:00,https://n.news.naver.com/mnews/article/011/0004597708?sid=101,3
37,"""삼성전자, 실적 전망치 상향·주주환원 기대…목표가↑""-하나",2026-03-13T08:42:00,https://n.news.naver.com/mnews/article/008/0005329457?sid=101,5
38,“32만원 간다” 삼성전자 실적 레벨업 예상 나왔다,2026-03-12T08:41:00,https://n.news.naver.com/mnews/article/123/0002379289?sid=101,5
39,“이제 그만하지…” 26만전자·135만닉스? 골드만삭스의 전망,2026-03-12T19:51:00,https://n.news.naver.com/mnews/article/021/0002776782?sid=101,5
107,삼성전자 16조 규모 자사주 소각 결단…상법 개정 맞춰 주주가치 제고,2026-03-10T17:36:00,https://n.news.naver.com/mnews/article/277/0005732284?sid=101,3
40,"삼성전자 자사주 소각, 고수는 이 종목 산다…“배당여력 확 뛴다” [오...",2026-03-11T08:21:00,https://n.news.naver.com/mnews/article/009/0005648297?sid=101,3
41,"""26만전자, 135만닉스 간다""…목표주가 올린 골드만",2026-03-12T13:30:00,https://n.news.naver.com/mnews/article/374/0000497480?sid=101,5
42,외인 비중 50% 깨졌는데 ‘19만전자’…“실적 기대감 변함없다” 개미...,2026-03-11T15:32:00,https://n.news.naver.com/mnews/article/009/0005648647?sid=101,6
43,"[특징주] 삼성생명·화재, 전자 소각 계획 수혜주 평가에 상승(종합)",2026-03-11T15:48:00,https://n.news.naver.com/mnews/article/001/0015952781?sid=101,3
44,"[특징주] 삼성생명·화재, 전자 소각 계획 수혜주 평가에 상승",2026-03-11T10:06:00,https://n.news.naver.com/mnews/article/001/0015951465?sid=101,3
399,"육천피 가시권…증권가 ""27만전자·150만닉스 간다""",2026-02-24T05:00:00,https://n.news.naver.com/mnews/article/003/0013783622?sid=101,6
45,삼성전자 주식 외국인 비율 8개월 만에 50% 아래로 [마켓시그널],2026-03-11T08:13:00,https://n.news.naver.com/mnews/article/011/0004597914?sid=101,6
46,"삼성전자, 영업이익 240조 간다...글로벌 IB '파격 전망'",2026-03-12T12:59:00,https://n.news.naver.com/mnews/article/050/0000103458?sid=101,5
