id,title,published,url,cluster_label
10,“아직도 늦지 않았다?” ‘32만전자’에 ‘170만닉스’까지 나온 목표...,2026-03-14T06:40:00,https://n.news.naver.com/mnews/article/016/0002613408?sid=101,1
12,삼전·하이닉스 뚝뚝 떨어지는데…'놀라운 전망' 나왔다 [분석+],2026-03-14T15:34:00,https://n.news.naver.com/mnews/article/015/0005262295?sid=101,1
21,"이경실 ""삼성전자 주식, 난 쳐다보기도 싫어""…왜?",2026-03-11T13:58:00,https://n.news.naver.com/mnews/article/243/0000094312?sid=101,1
23,“19만전자는 섭섭하지”…실적 가시화에 ‘32만전자’ 전망,2026-03-12T11:04:00,https://n.news.naver.com/mnews/article/024/0000104029?sid=101,1
24,"삼성전자, 목표가 32만원 나왔다..""내년까지 메모리 완판""",2026-03-12T09:13:00,https://n.news.naver.com/mnews/article/014/0005490153?sid=101,1
31,"""26만전자, 135만닉스 간다""…골드만삭스도 '파격 전망'",2026-03-12T10:21:00,https://n.news.naver.com/mnews/article/015/0005261375?sid=101,1
393,20만전자·100만닉스 눈앞…반도체 슈퍼사이클도 힘보탠다,2026-02-23T18:14:00,https://n.news.naver.com/mnews/article/014/0005481441?sid=101,1
38,“32만원 간다” 삼성전자 실적 레벨업 예상 나왔다,2026-03-12T08:41:00,https://n.news.naver.com/mnews/article/123/0002379289?sid=101,1
399,"육천피 가시권…증권가 ""27만전자·150만닉스 간다""",2026-02-24T05:00:00,https://n.news.naver.com/mnews/article/003/0013783622?sid=101,1
49,"KB증권 “삼성전자, 내년 메모리 완판…목표가 32만원”",2026-03-12T11:45:00,https://n.news.naver.com/mnews/article/138/0002220368?sid=101,1
52,"삼성운용, 국내 첫 ‘AI 광통신’ ETF 상장",2026-03-14T06:09:00,https://n.news.naver.com/mnews/article/011/0004599196?sid=105,1
283,'17만전자'도 위태위태…반도체 대장주 동반 '폭락',2026-03-09T09:51:00,https://n.news.naver.com/mnews/article/374/0000496564?sid=101,1
58,'32만전자' 삼성전자 1Q에만 영업익 6배 급증…목표가↑,2026-03-12T09:38:00,https://n.news.naver.com/mnews/article/018/0006233166?sid=101,1
336,"AMD, 메타에 1000억弗 AI칩 공급…""삼성전자 수혜""",2026-02-25T17:11:00,https://n.news.naver.com/mnews/article/015/0005255185?sid=101,1
72,[특징주] 美 기술주 삭풍에 삼성전자 7% 내려…SK하이닉스도 급락,2026-03-09T09:14:00,https://n.news.naver.com/mnews/article/001/0015946048?sid=101,1
73,"“삼성전자 32만원 간다, 내년 메모리 완판”…KB, 목표주가 33% 상향",2026-03-12T09:57:00,https://n.news.naver.com/mnews/article/016/0002612330?sid=101,1
79,"[클릭 e종목]“삼성전자, 실적 성장 본격화…목표주가 32만원으로 상향...",2026-03-12T07:58:00,https://n.news.naver.com/mnews/article/277/0005733050?sid=101,1
94,"내년 메모리 물량도 완판, 어닝서프라이즈 예약...""32만전자 가자""-KB",2026-03-12T08:13:00,https://n.news.naver.com/mnews/article/008/0005328821?sid=101,1
95,"KB증권 ""삼성전자, 실적 성장 본격화 전망…목표가 32만원""",2026-03-12T08:30:00,https://n.news.naver.com/mnews/article/001/0015953627?sid=101,1
101,"KB證 ""삼성전자, 내년까지 메모리 완판…목표가 32만원""",2026-03-12T08:37:00,https://n.news.naver.com/mnews/article/003/0013816693?sid=101,1
112,"삼성전자, 자사주 16조 소각…R&D 37.7조 '역대 최대'",2026-03-10T18:42:00,https://n.news.naver.com/mnews/article/119/0003067512?sid=101,1
117,"KB증권 ""삼성전자 1분기 영업익 40조원…목표가 32만원으로 상향 조정""",2026-03-12T09:09:00,https://n.news.naver.com/mnews/article/422/0000843100?sid=101,1
134,"“삼성전자, 32만원 간다…내년까지 메모리 반도체 완판”",2026-03-12T08:11:00,https://n.news.naver.com/mnews/article/009/0005648967?sid=101,1
144,"‘반도체 호황’ 삼성전자, 임직원 평균 연봉 1억 5800만원으로 역대 최...",2026-03-10T18:00:00,https://n.news.naver.com/mnews/article/023/0003963675?sid=105,1
209,"“삼성전자 32만원 간대”…상위 1%, ‘18만 전자’ 폭풍 매수[주식 초고...",2026-03-12T11:26:00,https://n.news.naver.com/mnews/article/011/0004598480?sid=101,1
150,"[특징주] 삼성전자, 3% 급등해 '19만전자' 회복…하닉도 2%대↑",2026-03-11T09:22:00,https://n.news.naver.com/mnews/article/001/0015951297?sid=101,1
155,"삼성전자·SK하이닉스, 회복세…‘19만 전자’ 등 1%대 상승",2026-03-11T09:58:00,https://n.news.naver.com/mnews/article/009/0005648360?sid=101,1
160,'19만전자'·'95만닉스' 회복…개인·기관 매수세,2026-03-11T09:46:00,https://n.news.naver.com/mnews/article/654/0000170138?sid=101,1
167,[특징주] 美 기술주 삭풍에 삼성전자 7.8% 폭락…SK하이닉스도 급락(종합...,2026-03-09T15:39:00,https://n.news.naver.com/mnews/article/001/0015947482?sid=101,1
1978,"""삼전·하이닉스 더 오른다"" 증권가 올해 톱픽...""비중 축소"" 외친 업종...",2026-01-02T06:02:00,https://n.news.naver.com/mnews/article/008/0005299295?sid=101,1
200,전쟁 종식 기대감에 코스피 안도 랠리…삼성전자 '19만 전자' 복귀,2026-03-11T16:24:00,https://n.news.naver.com/mnews/article/469/0000918850?sid=101,1
207,"중동 리스크에도 삼성전자·SK하이닉스 실적 상향…""AI 메모리 호황 지...",2026-03-04T06:10:00,https://n.news.naver.com/mnews/article/003/0013799555?sid=101,1
210,장 초반 돌아온 '19만전자'...하닉도 2%대↑,2026-03-11T09:38:00,https://n.news.naver.com/mnews/article/215/0001244682?sid=101,1
217,삼성전자·SK하이닉스 장 초반 급락…미 기술주 약세 여파,2026-03-09T09:44:00,https://n.news.naver.com/mnews/article/654/0000169709?sid=101,1
